,ticker,quarter,year,priceToEarning,priceToBook,roe,roa,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,epsChange,assetOnEquity,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,bookValuePerShareChange,creditGrowth,industry,organName
113,PVR,Q3,2018,-10.1,0.2,-0.02,-0.01,-188,9175,,,,,,0.468,,,0.9,0.324,2.1,,,,,,,,,1.1,,-0.003,,Bất động sản,Công ty Cổ phần Đầu tư PVR Hà Nội
114,PXL,Q3,2018,23.7,0.3,0.012,0.01,122,10150,,,,,,0.824,,,4.7,-0.09,1.2,,,,,,,,,0.2,,0.001,,Bất động sản,Công ty Cổ phần Đầu tư Khu Công Nghiệp Dầu khí Long Sơn
115,QCG,Q3,2018,33.8,0.6,0.018,0.006,253,14043,,,,,,0.312,,,0.5,-0.702,3.2,,,,,,,,,2.1,,0.0,,Bất động sản,Công ty Cổ phần Quốc Cường Gia Lai
116,RCL,Q3,2018,13.7,1.0,0.077,0.04,1304,17232,,,,,,0.438,,,0.8,0.078,2.3,,,,,,,,,1.3,,0.01,,Bất động sản,Công ty Cổ phần Địa ốc Chợ Lớn
117,SID,Q3,2018,16.6,0.7,0.045,0.041,937,20897,,,,,,0.916,,,11.6,-0.03,1.1,,,,,,,,,0.1,,0.011,,Bất động sản,Công ty Cổ phần Đầu tư Phát triển Sài Gòn Co.op
118,SCR,Q3,2018,8.6,0.7,0.096,0.038,977,11506,,,,,,0.411,,,0.8,0.052,2.4,,,,,,,,,1.3,,0.009,,Bất động sản,Công ty Cổ phần Địa Ốc Sài Gòn Thương Tín
119,SGR,Q3,2018,12.2,1.6,0.127,0.043,1179,9286,,,,,,0.286,,,0.4,-0.371,3.5,,,,,,,,,2.4,,-0.047,,Bất động sản,Công ty Cổ phần Tổng Công ty Cổ phần Địa ốc Sài Gòn
120,SZC,Q3,2018,,,0.129,0.068,1433,11483,,,,,,0.482,,,0.9,0.345,2.1,,,,,,,,,1.1,,0.039,,Bất động sản,Công ty Cổ phần Sonadezi Châu Đức
121,SJS,Q3,2018,12.0,1.0,0.084,0.027,1537,19122,,,,,,0.34,,,0.5,-0.064,2.9,,,,,,,,,1.9,,0.005,,Bất động sản,Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà
122,SZL,Q3,2018,4.8,0.9,0.196,0.067,5794,31394,,,,,,0.356,,,0.6,0.028,2.8,,,,,,,,,1.8,,0.052,,Bất động sản,Công ty Cổ phần Sonadezi Long Thành
123,SZB,Q3,2018,,,0.188,0.106,3130,16779,,,,,,0.559,,,1.3,0.039,1.8,,,,,,,,,0.8,,0.06,,Bất động sản,Công ty Cổ phần Sonadezi Long Bình
124,TDC,Q3,2018,4.8,0.5,0.112,0.016,1227,10920,,,,,,0.146,,,0.2,-0.434,6.9,,,,,,,,,5.7,,0.001,,Bất động sản,Công ty Cổ phần Kinh doanh và Phát triển Bình Dương
125,TDH,Q3,2018,10.6,0.6,0.051,0.024,758,14567,,,,,,0.385,,,1.4,-0.281,2.6,,,,,,,,,0.7,,-0.016,,Bất động sản,Công ty Cổ phần Phát triển Nhà Thủ Đức
126,TEG,Q3,2018,11.3,1.7,0.165,0.142,533,3461,,,,,,0.787,,,4.5,0.301,1.3,,,,,,,,,0.2,,0.043,,Bất động sản,Công ty Cổ phần Năng Lượng và Bất động sản Trường Thành
127,TIG,Q3,2018,3.8,0.3,0.09,0.07,563,6315,,,,,,0.767,,,4.6,0.109,1.3,,,,,,,,,0.2,,0.011,,Bất động sản,Công ty Cổ phần Tập đoàn Đầu tư Thăng Long
128,TID,Q3,2018,,,0.033,0.006,299,10609,,,,,,0.209,,,0.5,-0.662,4.8,,,,,,,,,2.1,,-0.008,,Bất động sản,Công ty Cổ phần Tổng Công ty Tín Nghĩa
129,TIP,Q3,2018,6.1,0.7,0.118,0.083,1966,16868,,,,,,0.685,,,2.8,0.051,1.5,,,,,,,,,0.4,,0.036,,Bất động sản,Công ty Cổ phần Phát triển Khu công nghiệp Tín Nghĩa
130,TIX,Q3,2018,8.5,1.1,0.129,0.085,2889,22374,,,,,,0.66,,,1.9,0.153,1.5,,,,,,,,,0.5,,0.035,,Bất động sản,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình
131,V21,Q3,2018,20.1,2.1,0.113,0.03,1060,9920,,,,,,0.258,,,0.3,-0.177,3.9,,,,,,,,,2.9,,-0.015,,Bất động sản,Công ty Cổ phần Vinaconex 21
132,VC3,Q3,2018,31.7,2.3,0.071,0.028,343,4746,,,,,,0.4,,,0.8,-0.229,2.5,,,,,,,,,1.3,,-0.091,,Bất động sản,Công ty Cổ phần Tập đoàn Nam Mê Kông
133,VCR,Q3,2018,-37.8,2.2,-0.057,-0.019,-79,1360,,,,,,0.329,,,0.5,0.057,3.0,,,,,,,,,2.0,,-0.015,,Bất động sản,Công ty Cổ phần Đầu tư và Phát triển Du lịch Vinaconex
134,VGV,Q3,2018,18.0,0.8,0.046,0.017,499,10942,,,,,,0.383,,,0.8,-0.441,2.6,,,,,,,,,1.3,,0.017,,Bất động sản,Tổng Công ty Tư vấn Xây dựng Việt Nam - CTCP
135,VPH,Q3,2018,7.8,0.5,0.072,0.032,676,10082,,,,,,0.446,,,0.8,-0.716,2.2,,,,,,,,,1.2,,0.013,,Bất động sản,Công ty Cổ phần Vạn Phát Hưng
136,VRC,Q3,2018,5.7,1.5,0.428,0.298,4406,16399,,,,,,0.661,,,2.8,0.98,1.5,,,,,,,,,0.4,,0.164,,Bất động sản,Công ty Cổ phần Bất động sản và Đầu tư VRC
137,VRG,Q3,2018,37.2,0.3,0.009,0.006,91,10036,,,,,,0.621,,,1.6,-0.029,1.6,,,,,,,,,0.6,,0.0,,Bất động sản,Công ty Cổ phần Phát triển Đô thị và Khu Công nghiệp Cao Su Việt Nam
138,ABI,Q3,2018,7.4,1.1,0.156,0.057,2555,16679.0,,,,,,0.34,,,0.5,-0.186,2.9,,,,,,,,,1.9,,0.041,,Bảo hiểm,Công ty Cổ phần Bảo hiểm Ngân hàng Nông Nghiệp
139,BIC,Q3,2018,15.6,1.3,0.084,0.036,1505,17935,,,,,,0.417,,,0.7,0.065,2.4,,,,,,,,,1.4,,0.021,,Bảo hiểm,Tổng Công ty Cổ phần Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam
140,BLI,Q3,2018,6.0,0.4,0.071,0.029,826,11925,,,,,,0.406,,,0.7,0.511,2.5,,,,,,,,,1.5,,0.069,,Bảo hiểm,Tổng Công ty Cổ phần Bảo hiểm Bảo Long
141,BMI,Q3,2018,10.5,0.8,0.08,0.033,1637,20522.0,,,,,,0.401,,,0.7,-0.089,2.5,,,,,,,,,1.5,,0.012,,Bảo hiểm,Tổng Công ty Cổ phần Bảo Minh
142,MIG,Q3,2018,21.3,1.3,0.063,0.017,408,6715,,,,,,0.265,,,0.4,-0.014,3.8,,,,,,,,,2.8,,0.006,,Bảo hiểm,Tổng Công ty Cổ phần Bảo hiểm Quân đội
143,PGI,Q3,2018,9.7,0.9,0.093,0.027,1521,16389.0,,,,,,0.272,,,0.4,0.105,3.7,,,,,,,,,2.7,,0.022,,Bảo hiểm,Tổng Công ty Cổ phần Bảo hiểm Petrolimex
144,PTI,Q3,2018,10.7,0.7,0.066,0.021,1513,23065.0,,,,,,0.305,,,0.4,-0.08,3.3,,,,,,,,,2.3,,0.013,,Bảo hiểm,Tổng Công ty Cổ phần Bảo hiểm Bưu điện
145,PVI,Q3,2018,11.8,1.0,0.084,0.028,2368,28520.0,,,,,,0.316,,,0.5,0.149,3.2,,,,,,,,,2.1,,0.034,,Bảo hiểm,Công ty Cổ phần PVI
146,VNR,Q3,2018,9.2,0.8,0.093,0.039,1757,19257.0,,,,,,0.421,,,0.7,-0.016,2.4,,,,,,,,,1.4,,0.027,,Bảo hiểm,Tổng Công ty Cổ phần Tái bảo hiểm Quốc gia Việt Nam
147,BSA,Q3,2018,5.4,1.3,0.255,0.076,2228,9498,,,,,,0.327,,,0.5,-0.108,3.1,,,,,,,,,2.1,,0.089,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Thủy điện Buôn Đôn
148,BHA,Q3,2018,12.6,1.4,0.12,0.034,1134,10057,,,,,,0.309,,,0.4,-0.121,3.2,,,,,,,,,2.2,,0.146,,"Điện, nước & xăng dầu khí đốt",Công ty cổ phần Thủy điện Bắc Hà
149,BTP,Q3,2018,2.3,0.5,0.229,0.133,4025,18907,,,,,,0.615,,,1.6,0.062,1.6,,,,,,,,,0.6,,-0.017,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Nhiệt điện Bà Rịa
150,CHP,Q3,2018,26.9,1.7,0.06,0.036,685,11029,,,,,,0.604,,,1.5,-0.481,1.7,,,,,,,,,0.7,,-0.016,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Thủy điện Miền Trung
151,DNC,Q3,2018,5.4,1.7,0.343,0.188,2942,9366,,,,,,0.616,,,1.6,0.107,1.6,,,,,,,,,0.6,,0.125,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Điện nước Lắp máy Hải Phòng
152,DNH,Q3,2018,6.8,1.2,0.186,0.133,2399,13116,,,,,,0.69,,,2.3,0.145,1.4,,,,,,,,,0.4,,0.048,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Thủy điện Đa Nhim - Hàm Thuận - Đa Mi
153,DRL,Q3,2018,7.6,3.5,0.431,0.397,5500,12051,,,,,,0.921,,,11.7,-0.117,1.1,,,,,,,,,0.1,,-0.065,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Thủy điện - Điện lực 3
154,PGV,Q3,2018,45.2,1.5,0.031,0.004,281,8426,,,,,,0.119,,,0.1,-0.215,8.4,,,,,,,,,7.1,,-0.066,,"Điện, nước & xăng dầu khí đốt",Tổng Công ty Phát điện 3 - Công ty Cổ phần
155,GHC,Q3,2018,7.5,2.1,0.297,0.283,2301,8011,,,,,,0.949,,,18.5,-0.038,1.1,,,,,,,,,0.1,,0.072,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Thủy điện Gia Lai
156,GEG,Q3,2018,20.8,1.5,0.095,0.064,514,7014,,,,,,0.657,,,2.4,-0.025,1.5,,,,,,,,,0.4,,0.721,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Điện Gia Lai
157,GSM,Q3,2018,7.6,0.9,0.119,0.062,1393,12333,,,,,,0.554,,,1.2,0.004,1.8,,,,,,,,,0.8,,0.071,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Thủy điện Hương Sơn
158,HTE,Q3,2018,3.1,0.5,0.154,0.077,1632,10903,,,,,,0.5,,,1.0,0.061,2.0,,,,,,,,,1.0,,0.021,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Đầu tư Kinh doanh Điện lực Thành phố Hồ Chí Minh
159,HJS,Q3,2018,8.7,1.4,0.166,0.102,2209,13675,,,,,,0.649,,,2.0,0.054,1.5,,,,,,,,,0.5,,0.034,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Thủy điện Nậm Mu
160,HNA,Q3,2018,11.4,1.0,0.087,0.041,856,10282,,,,,,0.501,,,1.0,0.713,2.0,,,,,,,,,1.0,,0.068,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Thủy điện Hủa Na
161,HPD,Q3,2018,6.5,0.9,0.145,0.073,1917,13575,,,,,,0.52,,,1.1,0.395,1.9,,,,,,,,,0.9,,0.096,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Thủy điện Đăk Đoa
162,KHP,Q3,2018,4.7,0.6,0.125,0.042,1394,11674,,,,,,0.351,,,0.5,-0.347,2.8,,,,,,,,,1.8,,0.022,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Điện lực Khánh Hòa
163,NBP,Q3,2018,3.6,0.6,0.158,0.096,2922,18084,,,,,,0.616,,,1.6,-0.119,1.6,,,,,,,,,0.6,,-0.067,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Nhiệt Điện Ninh Bình
164,ND2,Q3,2018,6.4,1.3,0.226,0.072,2745,13437,,,,,,0.356,,,0.6,0.026,2.8,,,,,,,,,1.8,,0.113,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Đầu tư và Phát triển điện Miền Bắc 2
165,HND,Q3,2018,16.8,0.7,0.044,0.015,458,10553,,,,,,0.38,,,0.6,-0.526,2.6,,,,,,,,,1.6,,-0.02,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Nhiệt điện Hải Phòng
166,NT2,Q3,2018,7.0,1.6,0.203,0.093,2947,12814,,,,,,0.449,,,0.8,-0.011,2.2,,,,,,,,,1.2,,0.007,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2
167,PIC,Q3,2018,10.6,1.1,0.106,0.064,1076,10214,,,,,,0.602,,,1.5,-0.092,1.7,,,,,,,,,0.7,,0.0,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Đầu tư Điện lực 3
168,PPC,Q3,2018,4.2,0.7,0.167,0.121,3023,18361,,,,,,0.747,,,2.9,0.012,1.3,,,,,,,,,0.3,,0.029,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Nhiệt điện Phả Lại
169,PBK,Q3,2018,119.0,1.1,0.01,0.007,84,8713,,,,,,0.774,,,3.4,0.169,1.3,,,,,,,,,0.3,,-0.002,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Điện lực Dầu khí Bắc Kạn
170,QTP,Q3,2018,17.5,1.0,0.063,0.017,497,8383,,,,,,0.302,,,0.4,-0.727,3.3,,,,,,,,,2.3,,-0.069,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Nhiệt điện Quảng Ninh
171,QPH,Q3,2018,8.0,1.2,0.153,0.104,2433,16200,,,,,,0.711,,,2.5,0.195,1.4,,,,,,,,,0.4,,0.046,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Thủy điện Quế Phong
172,SBA,Q3,2018,7.0,1.0,0.147,0.079,1774,12134,,,,,,0.556,,,1.3,-0.161,1.8,,,,,,,,,0.8,,0.031,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Sông Ba
173,SEB,Q3,2018,6.4,2.2,0.349,0.15,4034,11689,,,,,,0.444,,,1.4,-0.151,2.3,,,,,,,,,0.7,,-0.098,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Đầu tư và Phát triển Điện Miền Trung
174,SHP,Q3,2018,8.6,1.4,0.167,0.079,2076,12529,,,,,,0.491,,,1.0,0.067,2.0,,,,,,,,,1.0,,0.104,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Thủy điện Miền Nam
175,SJD,Q3,2018,6.0,1.3,0.2,0.125,2933,13803,,,,,,0.579,,,1.4,0.015,1.7,,,,,,,,,0.7,,0.104,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Thủy điện Cần Đơn
176,SMA,Q3,2018,3.6,1.0,0.293,0.107,2901,11103,,,,,,0.421,,,0.7,0.419,2.4,,,,,,,,,1.4,,0.262,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Thiết bị Phụ tùng Sài Gòn
177,SP2,Q3,2018,-100.8,-1.2,0.012,-0.001,-77,-6500,,,,,,-0.104,,,-0.1,-1.309,-9.6,,,,,,,,,-10.6,,-0.105,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Thủy điện Sử Pán 2
178,ISH,Q3,2018,6.5,1.1,0.165,0.102,1995,12283,,,,,,0.637,,,1.8,0.044,1.6,,,,,,,,,0.6,,0.079,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Thủy điện Srok Phu Miêng IDICO
179,S4A,Q3,2018,7.5,1.9,0.254,0.104,3012,12055,,,,,,0.423,,,0.7,-0.016,2.4,,,,,,,,,1.4,,0.103,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Thủy điện Sê San 4A
180,TBC,Q3,2018,6.4,1.3,0.208,0.199,2999,14611,,,,,,0.949,,,18.7,-0.076,1.1,,,,,,,,,0.1,,0.053,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Thủy điện Thác Bà
181,VCP,Q3,2018,7.5,2.1,0.332,0.14,3030,10683,,,,,,0.458,,,1.1,0.022,2.2,,,,,,,,,0.9,,0.271,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Xây dựng và Năng lượng VCP
182,TMP,Q3,2018,4.3,1.4,0.348,0.261,5526,17263,,,,,,0.758,,,3.7,0.078,1.3,,,,,,,,,0.3,,0.097,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Thủy điện Thác Mơ
183,DTK,Q3,2018,28.1,0.9,0.034,0.009,341,10118,,,,,,0.29,,,0.4,-0.625,3.4,,,,,,,,,2.4,,-0.033,,"Điện, nước & xăng dầu khí đốt",Tổng Công ty Điện lực TKV - Công ty Cổ phần
184,VPD,Q3,2018,7.9,1.0,0.134,0.065,1617,12540,,,,,,0.516,,,1.1,-0.08,1.9,,,,,,,,,0.9,,0.07,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Phát triển Điện lực Việt Nam
185,VSH,Q3,2018,11.8,1.3,0.114,0.047,1401,12577,,,,,,0.387,,,0.6,-0.056,2.6,,,,,,,,,1.6,,0.006,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Thủy điện Vĩnh Sơn - Sông Hinh
186,ASP,Q3,2018,5.8,0.5,0.091,0.029,1007,11238,,,,,,0.284,,,0.4,-0.16,3.5,,,,,,,,,2.4,,-0.05,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Tập đoàn Dầu khí An Pha
187,BDW,Q3,2018,7.2,0.5,0.074,0.029,930,12816,,,,,,0.404,,,0.7,0.057,2.5,,,,,,,,,1.5,,0.019,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Cấp thoát nước Bình Định
188,NBT,Q3,2018,2.7,0.3,0.132,0.081,1433,11420,,,,,,0.641,,,1.8,0.118,1.6,,,,,,,,,0.6,,0.016,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Cấp thoát nước Bến Tre
189,BGW,Q3,2018,28.4,0.9,0.033,0.028,334,10247,,,,,,0.84,,,5.3,-0.004,1.2,,,,,,,,,0.2,,0.008,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Nước sạch Bắc Giang
190,BWE,Q3,2018,11.0,0.9,0.087,0.027,1631,20645,,,,,,0.305,,,0.4,0.338,3.3,,,,,,,,,2.3,,0.066,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần - Tổng công ty Nước - Môi trường Bình Dương
191,BWS,Q3,2018,8.3,2.4,0.318,0.281,2280,7810,,,,,,0.885,,,7.7,0.164,1.1,,,,,,,,,0.1,,-0.015,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Cấp Nước Bà Rịa - Vũng Tàu
192,CMW,Q3,2018,16.4,0.9,0.055,0.021,573,10560,,,,,,0.452,,,0.8,-0.075,2.2,,,,,,,,,1.2,,0.008,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Cấp nước Cà Mau
193,CCI,Q3,2018,6.7,0.7,0.102,0.039,1512,14799,,,,,,0.382,,,0.6,-0.013,2.6,,,,,,,,,1.6,,0.025,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Đầu tư Phát triển Công nghiệp Thương mại Củ Chi
194,CLW,Q3,2018,8.4,1.1,0.134,0.057,1969,15088,,,,,,0.474,,,0.9,1.16,2.1,,,,,,,,,1.1,,0.033,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Cấp nước Chợ Lớn
195,CNG,Q3,2018,4.8,1.1,0.239,0.148,4218,18732,,,,,,0.595,,,1.5,0.097,1.7,,,,,,,,,0.7,,0.07,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần CNG Việt Nam
196,CTW,Q3,2018,4.2,0.4,0.093,0.042,1136,12505,,,,,,0.434,,,0.9,0.034,2.3,,,,,,,,,1.1,,0.019,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Cấp thoát nước Cần Thơ
197,DNW,Q3,2018,13.5,1.0,0.077,0.025,775,10256,,,,,,0.326,,,0.5,-0.026,3.1,,,,,,,,,1.8,,0.027,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Cấp nước Đồng Nai
198,DNN,Q3,2018,0.1,0.0,0.182,0.118,2125,11863,,,,,,0.669,,,2.0,-0.006,1.5,,,,,,,,,0.5,,0.061,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Cấp nước Đà Nẵng
199,HGW,Q3,2018,24.6,0.9,0.036,0.027,398,10695,,,,,,0.691,,,5.2,0.117,1.4,,,,,,,,,0.2,,-0.142,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Cấp thoát nước - Công trình Đô thị Hậu Giang
200,HPW,Q3,2018,7.9,0.8,0.099,0.059,1158,11991,,,,,,0.538,,,1.2,-0.012,1.9,,,,,,,,,0.8,,0.037,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Cấp nước Hải Phòng
201,HTC,Q3,2018,6.0,1.0,0.169,0.074,3566,21998,,,,,,0.406,,,0.7,0.112,2.5,,,,,,,,,1.5,,0.035,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Thương mại Hóc Môn
202,KHW,Q3,2018,7.9,0.8,0.107,0.057,1228,11451,,,,,,0.527,,,1.1,0.023,1.9,,,,,,,,,0.9,,0.01,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Cấp thoát nước Khánh Hòa
203,LAW,Q3,2018,3.0,0.6,0.199,0.117,2640,14108,,,,,,0.625,,,1.7,0.1,1.6,,,,,,,,,0.6,,0.036,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Cấp thoát nước Long An
204,NAW,Q3,2018,-903.5,1.6,-0.002,-0.001,-17,9983,,,,,,0.484,,,0.9,-0.174,2.1,,,,,,,,,1.1,,0.0,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Cấp nước Nghệ An
205,NQB,Q3,2018,37.0,1.0,0.028,0.02,289,10392,,,,,,0.741,,,2.9,-0.018,1.3,,,,,,,,,0.3,,0.003,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Cấp nước Quảng Bình
206,NQT,Q3,2018,20.7,0.9,0.044,0.03,459,10501,,,,,,0.687,,,2.2,-0.002,1.5,,,,,,,,,0.5,,-0.022,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Nước sạch Quảng Trị
207,NS2,Q3,2018,92.0,2.2,0.024,0.012,241,10220,,,,,,0.486,,,0.9,0.011,2.1,,,,,,,,,1.1,,0.01,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Nước sạch số 2 Hà Nội
208,PCG,Q3,2018,163.8,1.6,0.01,0.008,109,10917,,,,,,0.824,,,4.7,-0.194,1.2,,,,,,,,,0.2,,-0.004,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Đầu tư Phát triển Gas Đô thị
209,PGC,Q3,2018,4.0,0.8,0.213,0.077,2720,13418,,,,,,0.384,,,0.6,0.067,2.6,,,,,,,,,1.6,,0.05,,"Điện, nước & xăng dầu khí đốt",Tổng Công ty Gas Petrolimex - Công ty Cổ phần
210,PGD,Q3,2018,9.6,2.0,0.212,0.094,3132,14745,,,,,,0.423,,,0.7,0.039,2.4,,,,,,,,,1.4,,-0.141,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Phân phối khí thấp áp dầu khí Việt Nam
211,PGS,Q3,2018,12.5,1.3,0.107,0.044,2110,19592,,,,,,0.398,,,0.7,0.002,2.5,,,,,,,,,1.5,,0.025,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Kinh doanh Khí Miền Nam
212,PJC,Q3,2018,11.0,2.3,0.215,0.103,2886,13679,,,,,,0.464,,,0.9,0.031,2.2,,,,,,,,,1.2,,0.058,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Thương mại và Vận tải Petrolimex Hà Nội
213,PMG,Q3,2018,10.4,1.7,0.176,0.056,1673,10339,,,,,,0.331,,,0.7,0.129,3.0,,,,,,,,,1.5,,0.057,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Đầu tư và Sản xuất Petro Miền Trung
214,PMW,Q3,2018,,,0.284,0.239,2277,8404,,,,,,0.84,,,5.2,0.004,1.2,,,,,,,,,0.2,,-0.025,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Cấp Nước Phú Mỹ
215,POV,Q3,2018,9.6,0.7,0.078,0.037,980,12716,,,,,,0.452,,,0.8,0.168,2.2,,,,,,,,,1.2,,0.024,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Xăng dầu Dầu khí Vũng Áng
216,DNA,Q3,2018,7.2,1.2,0.159,0.048,1923,11275,,,,,,0.252,,,3.0,-0.011,4.0,,,,,,,,,0.3,,-0.655,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Điện nước An Giang
217,PVG,Q3,2018,17.3,0.7,0.042,0.012,454,11056,,,,,,0.282,,,0.4,0.166,3.5,,,,,,,,,2.5,,0.007,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Kinh doanh LPG Việt Nam
218,PPY,Q3,2018,7.9,1.1,0.141,0.069,1831,13201,,,,,,0.443,,,0.8,0.127,2.3,,,,,,,,,1.3,,0.024,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Xăng dầu dầu khí Phú Yên
219,PWS,Q3,2018,16.2,1.1,0.065,0.041,431,6607,,,,,,0.646,,,1.8,0.007,1.5,,,,,,,,,0.5,,0.02,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Cấp thoát nước Phú Yên
220,CHS,Q3,2018,8.2,0.6,0.068,0.048,733,10518,,,,,,0.727,,,2.7,0.641,1.4,,,,,,,,,0.4,,-0.013,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Chiếu sáng Công cộng Thành phố Hồ Chí Minh
221,SFC,Q3,2018,7.0,1.0,0.135,0.059,2534,18335,,,,,,0.418,,,0.7,0.05,2.4,,,,,,,,,1.4,,0.051,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Nhiên liệu Sài Gòn
222,SII,Q3,2018,10.9,1.2,0.114,0.038,1878,17266,,,,,,0.352,,,1.0,0.016,2.8,,,,,,,,,1.0,,0.001,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Hạ tầng Nước Sài Gòn
223,TDG,Q3,2018,4.1,0.5,0.136,0.083,1472,11577,,,,,,0.615,,,1.6,-0.289,1.6,,,,,,,,,0.6,,0.006,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Đầu tư TDG Global
224,TDM,Q3,2018,13.8,1.6,0.141,0.074,1259,10827,,,,,,0.632,,,1.7,0.091,1.6,,,,,,,,,0.6,,0.031,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Nước Thủ Dầu Một
225,TDW,Q3,2018,10.1,1.3,0.13,0.046,2041,16088,,,,,,0.359,,,0.6,0.214,2.8,,,,,,,,,1.8,,0.014,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Cấp nước Thủ Đức
