,ticker,quarter,year,priceToEarning,priceToBook,roe,roa,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,epsChange,assetOnEquity,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,bookValuePerShareChange,creditGrowth,industry,organName
898,VNC,Q3,2019,8.4,1.6,0.2,0.122,3886,20326,,,,,,0.63,,,1.8,0.171,1.6,,,,,,,,,0.6,,0.021,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Tập đoàn Vinacontrol
899,BBS,Q3,2019,11.5,0.6,0.051,0.013,884,17278,,,,,,0.243,,,0.3,0.022,4.1,,,,,,,,,3.1,,0.009,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần VICEM Bao bì Bút Sơn
900,BPC,Q3,2019,11.4,0.5,0.044,0.018,1126,25132,,,,,,0.415,,,0.7,-0.072,2.4,,,,,,,,,1.4,,0.002,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Vicem Bao bì Bỉm Sơn
901,BXH,Q3,2019,11.8,0.7,0.061,0.025,1139,18952,,,,,,0.404,,,0.7,-0.062,2.5,,,,,,,,,1.5,,0.018,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần VICEM Bao bì Hải Phòng
902,DPC,Q3,2019,6.1,0.7,0.118,0.081,2151,18761,,,,,,0.538,,,1.2,0.412,1.9,,,,,,,,,0.9,,0.071,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Nhựa Đà Nẵng
903,HDO,Q3,2019,-0.1,-0.2,-21.69,-0.846,-6241,-2988,,,,,,-0.606,,,-0.4,0.01,-1.6,,,,,,,,,-2.6,,-0.24,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Hưng Đạo Container
904,INN,Q3,2019,5.9,1.1,0.19,0.126,4722,26243,,,,,,0.633,,,1.7,-0.001,1.6,,,,,,,,,0.6,,0.046,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Bao bì và In Nông nghiệp
905,MCP,Q3,2019,27.9,1.4,0.051,0.037,655,12793,,,,,,0.743,,,2.9,-0.178,1.3,,,,,,,,,0.3,,-0.002,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần In và Bao bì Mỹ Châu
906,NHP,Q3,2019,-1.1,0.1,-0.065,-0.043,-537,6969,,,,,,0.625,,,1.7,-0.044,1.6,,,,,,,,,0.6,,-0.021,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Sản xuất Xuất nhập khẩu NHP
907,PBP,Q3,2019,7.2,0.6,0.086,0.036,1014,11735,,,,,,0.409,,,0.7,-0.398,2.4,,,,,,,,,1.4,,-0.091,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Bao bì Dầu khí Việt Nam
908,PMP,Q3,2019,12.3,0.8,0.062,0.017,920,14291,,,,,,0.266,,,0.4,-0.148,3.8,,,,,,,,,2.8,,-0.088,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Bao bì Đạm Phú Mỹ
909,PBT,Q3,2019,11.1,1.0,0.09,0.071,961,10881,,,,,,0.889,,,8.0,-0.308,1.1,,,,,,,,,0.1,,0.026,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ Phần Nhà và Thương mại Dầu khí
910,QHD,Q3,2019,12.2,0.9,0.071,0.044,1030,14219,,,,,,0.647,,,1.8,1.559,1.5,,,,,,,,,0.5,,0.048,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Que hàn điện Việt Đức
911,SDG,Q3,2019,6.4,1.0,0.169,0.052,3493,21955,,,,,,0.356,,,1.4,0.236,2.8,,,,,,,,,0.7,,0.076,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Sadico Cần Thơ
912,STP,Q3,2019,10.0,0.3,0.029,0.024,502,17348,,,,,,0.81,,,4.3,0.919,1.2,,,,,,,,,0.2,,-0.023,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Công nghiệp Thương mại Sông Đà
913,SVG,Q3,2019,164.7,1.7,0.01,0.007,103,10129,,,,,,0.66,,,1.9,0.008,1.5,,,,,,,,,0.5,,0.003,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Hơi kỹ nghệ Que hàn
914,SVI,Q3,2019,5.5,1.4,0.276,0.118,8053,32758,,,,,,0.489,,,1.0,0.278,2.0,,,,,,,,,1.0,,0.097,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Bao bì Biên Hòa
915,TPP,Q3,2019,173.6,1.4,0.009,0.002,57,7024,,,,,,0.277,,,0.4,-0.554,3.6,,,,,,,,,2.6,,0.38,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Tân Phú Việt Nam
916,TTP,Q3,2019,3.4,0.3,0.1,0.062,5846,61180,,,,,,0.64,,,1.8,0.474,1.6,,,,,,,,,0.6,,0.044,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Bao bì Nhựa Tân Tiến
917,VBC,Q3,2019,4.1,1.0,0.257,0.057,3835,15838,,,,,,0.237,,,0.3,-0.004,4.2,,,,,,,,,3.2,,0.057,,Hàng & Dịch vụ Công nghiệp,"Công ty Cổ phần Nhựa, Bao bì Vinh"
918,VHG,Q3,2019,-0.3,1.6,-1.171,-0.727,-2179,430,,,,,,0.253,,,0.4,0.387,3.9,,,,,,,,,2.8,,-0.736,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Đầu tư và Phát triển Việt Trung Nam
919,CKD,Q3,2019,14.2,1.0,0.066,0.031,922,12774,,,,,,0.407,,,0.7,-0.577,2.5,,,,,,,,,1.5,,0.055,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Cơ khí Đông Anh Licogi
920,CTB,Q3,2019,15.9,1.9,0.14,0.047,1794,15185,,,,,,0.441,,,0.8,-0.127,2.3,,,,,,,,,1.3,,0.557,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Chế tạo Bơm Hải Dương
921,CTT,Q3,2019,5.5,0.6,0.096,0.01,1235,11810,,,,,,0.115,,,0.1,0.104,8.7,,,,,,,,,7.7,,-0.049,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Chế tạo máy Vinacomin
922,DZM,Q3,2019,-2.2,0.3,-0.142,-0.049,-1438,9247,,,,,,0.312,,,0.5,-0.261,3.2,,,,,,,,,2.2,,-0.01,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Cơ điện Dzĩ An
923,ITS,Q3,2019,103.9,0.5,0.005,0.001,33,6953,,,,,,0.205,,,0.3,-0.19,4.9,,,,,,,,,3.9,,0.0,,Hàng & Dịch vụ Công nghiệp,"Công ty Cổ phần Đầu tư, Thương mại và Dịch vụ - Vinacomin"
924,L10,Q3,2019,10.6,0.7,0.068,0.014,1629,24255,,,,,,0.209,,,0.3,-0.059,4.8,,,,,,,,,3.8,,0.013,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Lilama 10
925,L35,Q3,2019,35.9,0.5,0.015,0.003,222,14770,,,,,,0.215,,,0.3,-0.303,4.6,,,,,,,,,3.6,,0.0,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Cơ khí Lắp máy Lilama
926,L43,Q3,2019,-0.4,0.2,-0.464,-0.05,-8257,13689,,,,,,0.084,,,0.1,-0.001,11.9,,,,,,,,,10.9,,0.001,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Lilama 45.3
927,L61,Q3,2019,16.7,0.5,0.028,0.005,563,20240,,,,,,0.18,,,0.2,-0.092,5.6,,,,,,,,,4.6,,0.007,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Lilama 69-1
928,L62,Q3,2019,45.4,0.5,0.012,0.002,153,13231,,,,,,0.169,,,0.2,-0.014,5.9,,,,,,,,,4.9,,-0.013,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Lilama 69 - 2
929,LM7,Q3,2019,270.2,1.3,0.005,0.001,39,8280,,,,,,0.207,,,0.3,-0.01,4.8,,,,,,,,,3.8,,0.0,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Lilama 7
930,LO5,Q3,2019,-2.5,0.2,-0.058,-0.009,-803,13127,,,,,,0.149,,,0.2,0.08,6.7,,,,,,,,,5.7,,-0.004,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Lilama 5
931,MAC,Q3,2019,6.2,0.4,0.069,0.051,854,12472,,,,,,0.732,,,2.7,0.051,1.4,,,,,,,,,0.4,,0.016,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Cung ứng và Dịch vụ Kỹ thuật Hàng Hải
932,MIE,Q3,2019,163.4,1.0,0.006,0.004,61,9900,,,,,,0.574,,,1.4,0.012,1.7,,,,,,,,,0.7,,0.001,,Hàng & Dịch vụ Công nghiệp,Tổng Công ty Máy và Thiết bị Công nghiệp - CTCP
933,PMS,Q3,2019,4.2,0.5,0.118,0.055,2426,20947,,,,,,0.497,,,1.0,0.088,2.0,,,,,,,,,1.0,,0.023,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Cơ khí Xăng dầu
934,REE,Q3,2019,6.5,1.1,0.186,0.106,5631,32187,,,,,,0.555,,,1.4,0.067,1.8,,,,,,,,,0.7,,0.042,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Cơ điện Lạnh
935,SCY,Q3,2019,27.7,1.0,0.035,0.024,469,13456,,,,,,0.715,,,2.5,0.823,1.4,,,,,,,,,0.4,,0.004,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Đóng tàu Sông Cấm
936,SRF,Q3,2019,3.9,0.8,0.223,0.058,2979,13824,,,,,,0.256,,,0.4,0.216,3.9,,,,,,,,,2.5,,0.07,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Searefico
